;;;;;;;;;;
Título do Acordo;Tipo do Acordo;;;Outra Parte;Assuntos;Nº de Série;Nº da Pasta;;Data;Status da Tramitação 
Acordo sobre o Exercício de Atividades Remuneradas por Parte de Dependentes do Pessoal Diplomático, Consular, Administrativo e Técnico.;Bilateral;;;El Salvador;Dependentes - Atividades Remuneradas;4886;12;;21/08/2002;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai sobre o Programa de Cooperação Técnica.;Bilateral;;;Uruguai;Cooperação Técnica;4885;257;;21/08/2002;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai sobre Cooperação entre suas Academias Diplomáticas;Bilateral;;;Uruguai;Academias Diplomáticas;4884;256;;21/08/2002;Expirado
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai para Permissão de Residência, Estudo e Trabalho a Nacionais Fronteiriços Brasileiros e Uruguaios. (Acordo de Indocumentados);Bilateral;;;Uruguai;Fronteiras e Soberania Territorial;4883;255;;21/08/2002;Em Vigor
Comunicado Conjunto de Imprensa dos Senhores Presidentes da República Federativa do Brasil e da República Oriental do Uruguai.;Bilateral;;;Uruguai;Declaração Conjunta;4882;254;;21/08/2002;Em Vigor
"Ajuste Complementar ao Acordo de Cooperação Econômica, Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República de Angola para Apoiar o Desenvolvimento do Programa Nacional ""Escola para Todos"", em sua fase Emergencial (2002-2015)";Bilateral;;;Angola;"Cooperação Artístico-cultural 
Cooperação Científica e Tecnológica 
Cooperação Econômica 
Cooperação Técnica";4880;28;;01/08/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica na Área da Agricultura celebrado entre o Governo da República Federativa do Brasil e o Governo da República da Guiné-Bissau, na Área da Agricultura, para a Implementação do Projeto Cultivo de Arroz Irrigado em Guiné-Bissau.;Bilateral;;;Guiné Bissau;"Agricultura 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4879;19;;31/07/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica celebrado entre o Governo da República Federativa do Brasil e o Governo da República da Guiné Bissau, na Área da Formação Profissional, para a Implementação do Projeto Centro de Formação Profissional e Promoção Social de Bissau.;Bilateral;;;Guiné Bissau;"Cooperação Educacional e Esportiva 
Cooperação Científica e Tecnológica 
Cooperação Técnica";4878;18;;31/07/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica para Apoiar a Implementação do Sistema Nacional de Formação Profissional e a Capacitação de Quadros, para a Área de Formação Profissional do Instituto de Emprego e Formação Profissional de Cabo Verde.;Bilateral;;;Cabo Verde;"Cooperação Técnica 
Cooperação Educacional e Esportiva";4877;25;;31/07/2002;Expirado
Acordo Complementar ao Acordo Básico de Cooperação Técnica e Científica.;Bilateral;;;México;Cooperação Científica e Tecnológica;4876;87;;24/07/2002;Em Vigor
"Ajuste Complementar sobre o Projeto ""Consolidação dos órgãos Estaduais do Meio Ambiente nos Estados do Acre, Amazonas, do Pará e de Rondônia, dentro do PPG - 7 (SPRN)"" (PN 95.2198.0)";Bilateral;;;Alemanha;"Meio Ambiente 
Cooperação Financeira 
Cooperação Técnica";4875;487;;22/07/2002;Em Vigor
"Ajuste Complementar sobre a Ampliação do ""Fundo para Estudos e Técnicos (""Pool"" de Peritos)"" PN 95.3585.7";Bilateral;;;Alemanha;"Cooperação Técnica 
Cooperação Educacional e Esportiva 
Cooperação Financeira";4874;486;;22/07/2002;Em Vigor
"Ajuste Complementar sobre o Projeto ""Apoio a Processos Sustentáveis de Desenvolvimento Local em Pernambuco: Urbano e Regional"" (PN 2000.2256.6)";Bilateral;;;Alemanha;"Cooperação Técnica 
Cooperação Financeira";4873;485;;22/07/2002;Em Vigor
"Ajuste Complementar sobre o Projeto ""Apoio ao Desenvolvimento Local Sustentável no Estado da Bahia"" (PN 2001.2197.0)";Bilateral;;;Alemanha;"Agricultura 
Cooperação Técnica";4872;484;;22/07/2002;Em Vigor
Convênio de Cooperação Técnica entre o Tribunal Superior Eleitoral do Brasil e a Secretaria-Geral da Organização dos Estados Americanos para a Realização de Projetos Piloto de Automatização do Voto;Bilateral;;;OEA - Organização dos Estados Americanos;"Cooperação Técnica 
Cooperação Técnica 
Correios";4871;20-A;;17/07/2002;Em Vigor
Acordo, por troca de Notas, para a Criação de uma Comissão Mista Bilateral Permanente em Matéria Energética.;Bilateral;;;Argentina;Energia;4870;376;;05/07/2002;Em Vigor
"Ajuste Complementar sobre o projeto ""Desenvolvimento de Economias Locais e Regionais no Nordeste do Brasil"" (2a fase do projeto ""Aumento da Competitividade da Pequena e Média Indústria no Nordeste"")";Bilateral;;;Alemanha;"Cooperação Industrial 
Cooperação Econômica 
Cooperação Financeira 
Cooperação Técnica";4869;483;;03/07/2002;Em Vigor
Ajuste Complementar ao Acordo de Cooperação Técnica e Científica da República Federativa Brasileira e o Governo da República de Cabo Verde na Área de Educação;Bilateral;;;Cabo Verde;"Cooperação Artístico-cultural 
Cooperação Educacional e Esportiva 
Cooperação Educacional e Esportiva";4868;24;;27/06/2002;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo Federal da República Federal da Iugoslávia sobre Cooperação no Campo de Telecomunicações e Correios;Bilateral;;;Iugoslávia;Meios de Comunicação;4867;27;;20/06/2002;Expirado
Acordo entre o Governo da República Federativa do Brasil e os Estados Unidos das América Relativo à Assistência Mútua entre as suas Administrações Aduaneiras;Bilateral;;;Estados Unidos;Aduanas, Impostos e Tarifas;4866;326;;20/06/2002;Em Vigor
Protocolo de Intenções na Área de Saúde entre a República Federativa do Brasil e a República do Senegal;Bilateral;;;Senegal;Saúde;4865;19;;19/06/2002;Expirado
Acordo de Cooperação entre o Governo da República Federativa do Brasil e o Governo da República do Senegal para o Estabelecimento de um Mecanismo de Consultas Políticas;Bilateral;;;Senegal;Consultas Diplomáticas;4864;18;;19/06/2002;Em Vigor
Protocolo de Cooperação entre a República Federativa do Brasil e a República Portuguesa para Redução da Procura, Combate à Produção e Repressão ao Tráfico Ilícito de Drogas e Substâncias Psicotrópicas, para o Estabelecimento de um Plano de Formação de Técnicos;Bilateral;;;Portugal;Entorpecentes;4863;150;;12/06/2002;Em Vigor
Declaração Conjunta dos Ministros das Relações Exteriores do Brasil e do Peru;Bilateral;;;Peru;Declaração Conjunta;4862;133;;07/06/2002;Em Vigor
Acordo, por troca de Notas, entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia para a Criação do Comitê de Fronteira Brasileiro-Colombiano;Bilateral;;;Colômbia;Fronteiras e Soberania Territorial;4861;93;;06/06/2002;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo de Barbados Relativo a Consultas sobre Assuntos de Interesse Comum;Bilateral;;;Barbados;Consultas Diplomáticas;4860;05;;03/06/2002;Em Vigor
"Ajuste Complementar sobre o Projeto ""Desenvolvimento da Agricultura Familiar no Nordeste Paraense""";Bilateral;;;Alemanha;"Agricultura 
Cooperação Financeira 
Cooperação Técnica";4859;482;;31/05/2002;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre Cooperação Tributária;Bilateral;;;Paraguai;Aduanas, Impostos e Tarifas;4858;181;;29/05/2002;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre Combate a Ilícitos Aduaneiros e Tributários de Contrafação e de Pirataria;Bilateral;;;Paraguai;Aduanas, Impostos e Tarifas;4857;180;;29/05/2002;Em Vigor
"Ajuste Complementar sobre o projeto ""Desenvolvimento Sustentável das Comunidades da Perimetral Norte no Município de Pedra Branca do Amaparí""";Bilateral;;;Alemanha;"Meio Ambiente 
Cooperação Técnica";4856;481;;24/05/2002;Em Vigor
Acordo de Cooperação Educacional entre a República Federativa do Brasil e a República Democrática De Timor-Leste;Bilateral;;;Timor Leste;"Cooperação Artístico-cultural 
Cooperação Educacional e Esportiva";4855;05;;20/05/2002;Em Vigor
Acordo Básico de Cooperação Técnica Entre A República Federativa do Brasil e A República Democrática De Timor-Leste;Bilateral;;;Timor Leste;Cooperação Técnica;4854;04;;20/05/2002;Em Vigor
Protocolo sobre o Estabelecimento de Relações Diplomáticas entre a República Federativa do Brasil e a República Democrática de Timor-Leste;Bilateral;;;Timor Leste;Relações Diplomáticas e Consulares;4853;03;;20/05/2002;Em Vigor
Convênio Complementar ao Convênio de Seguridade Social entre a República Federativa do Brasil e o Reino da Espanha de 16 de maio de 1991;Bilateral;;;Espanha;Previdência Social;4852;95;;14/05/2002;Em Ratificação
Acordo por troca de Notas, para Concessão de Vistos para Cooperantes Italianos e Brasileiros que atuam em projetos respectivamente no Brasil e a Itália.;Bilateral;;;Itália;Vistos e Imigração;4851;132;;13/05/2002;Superado
Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros do Estado do Kuaite sobre Estabelecimento de Consultas Bilaterais;Bilateral;;;Kuaite;Consultas Diplomáticas;4850;03;;08/05/2002;Em Vigor
Acordo, por troca de Notas, entre o Governo da República Federativa do Brasil e o Governo da República da Bolívia para a Criação de uma Comissão Mista Bilateral Permanente em Matéria Energética;Bilateral;;;Bolívia;Energia;4849;213;;07/05/2002;Em Vigor
Acordo para o Estabelecimento de Regime de Isenção de Vistos para Portadores de Passaportes Diplomáticos e de Serviços;Bilateral;;;Armênia;Vistos e Imigração;4848;03;;07/05/2002;Em Vigor
Acordo de Cooperação Cultural;Bilateral;;;Armênia;Cooperação Artístico-cultural;4847;02;;07/05/2002;Em Vigor
Declaração Conjunta dos Presidentes do Brasil e da Armênia.;Bilateral;;;Armênia;Declaração Conjunta;4846;01;;07/05/2002;Em Vigor
Carta de Intenções entre o Governo da República Federativa do Brasil e o Programa das Nações Unidas para o Desenvolvimento (PNUD) Relativa ao Estabelecimento no Brasil da Unidade Temática do PNUD sobre Redução da Pobreza;Bilateral;;;PNUD - Programa das Nações Unidas para o Desenvolvimento;Política Administrativa;4845;2;;06/05/2002;Em Vigor
Protocolo Adicional ao Memorando de Entendimento entre a Agência Espacial Brasileira e a Agência Espacial Nacional da Ucrânia sobre a Utilização de Veículos de Lançamento Ucranianos a partir do Centro de Lançamento de Alcântara;Bilateral;;;Ucrânia;Espaço Exterior;4844;16;;18/04/2002;Suspenso
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para Implementação do Projeto Identificação e Desenvolvimento de Variedades de Mandioca Adequada à Segurança Alimentar no Interior da Guiana;Bilateral;;;Guiana;"Agricultura 
Cooperação Técnica";4843;48;;18/04/2002;Expirado
Memorando de Entendimento para o Estabelecimento de Cooperação entre a Polícia Federal do Brasil e a Força Policial da Guiana;Bilateral;;;Guiana;Segurança Pública;4842;52;;18/04/2002;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para Implementação do Projeto Limpeza de Resíduos Químicos em Campo Groomes;Bilateral;;;Guiana;"Produtos Agrícolas 
Cooperação Técnica";4841;51;;18/04/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para Implementação do Projeto Sistema Eficientes de Controle da Formiga Acoushi em Agricultura Orgânica, no Interior da Guiana;Bilateral;;;Guiana;"Agricultura 
Cooperação Técnica";4840;50;;18/04/2002;Expirado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para Implementação do Projeto Gestão de Base de Dados de Produção de Gado Leiteiro e Vigilância de Doenças na Guiana;Bilateral;;;Guiana;"Agricultura 
Cooperação Técnica";4839;49;;18/04/2002;Expirado
Acordo, por Troca de Notas, para Reduzir os Impactos Negativos da Mineração Artesanal de Ouro no Suriname;Bilateral;;;Suriname;Saúde;4837;27;;16/04/2002;Expirado
Acordo sobre Cooperação no Campo da Veterinária entre o Governo da República Federativa do Brasil e o Governo da República da Polônia;Bilateral;;;Polônia;Sanidade Animal e Vegetal;4836;48;;09/04/2002;Em ratificação da(s) outra(s) Parte(s)
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Polônia sobre Cooperação no Campo de Proteção das Plantas.;Bilateral;;;Polônia;"Agricultura 
Sanidade Animal e Vegetal";4835;48;;09/04/2002;Em ratificação da(s) outra(s) Parte(s)
Memorando de Entendimento sobre Cooperação no Domínio de Tecnologias Militares de Interesse Mútuo;Bilateral;;;Rússia;Defesa e Assuntos Militares;4834;31;;09/04/2002;Em Vigor
Memorando de Entendimento entre a República Federativa do Brasil e o Governo da República da Índia Referente à Cooperação Tecnológica na Área de Mistura de Etanol em Combustíveis para Transportes;Bilateral;;;Índia;Recursos Naturais;4833;17;;08/04/2002;Expirado
Termo de Cooperação Técnica entre o Governo Brasileiro e a Organização Mundial de Propriedade Intelectual (OMPI), Fundado no Acordo Básico de Assistência Técnica entre o Governo do Brasil e a Organização das Nações Unidas, Suas Agências Especializadas e a AIEA, de 29 de Dezembro de 1964, para a Implementação do Projeto de Modernização e Informatização do Instituto Nacional da Propriedade Industrial (INPI).;Bilateral;;;Organização Mundial da Propriedade Intelectual - OMPI;"Informática 
Cooperação Técnica";4832;06;;27/03/2002;Expirado
